"team_location","athlete_display_name","athlete_jersey","athlete_headshot_href"
"Memphis","Malcolm Dandridge","23","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431738.png"
"Memphis","David Jones","8","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4713010.png"
"Memphis","Ashton Hardaway","4","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4711280.png"
"Memphis","Nick Jourdain","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4701221.png"
"Memphis","Jahvon Quinerly","11","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397132.png"
"Memphis","Jonathan Pierre","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5175060.png"
"Memphis","Jayhlon Young","1","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5106644.png"
"Memphis","Jaykwon Walton","10","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431713.png"
"Memphis","Caleb Mills","9","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4412211.png"
"Memphis","Jayden Hardaway","25","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4396635.png"
"Memphis","JJ Taylor","30","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5175063.png"
"Memphis","Jordan Brown","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397340.png"
"Memphis","Joe Cooper","20","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5175062.png"
"Memphis","Carl Cherenfant","5","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4711271.png"
"Memphis","Noah Stansbury","15","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4703073.png"
"Memphis","Mikey Williams",NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png"
"Texas A&M","Henry Coleman III","15","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432186.png"
"Texas A&M","Wildens Leveque","10","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431805.png"
"Texas A&M","Wade Taylor IV","4","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4683833.png"
"Texas A&M","Hayden Hefner","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433279.png"
"Texas A&M","Tyrece Radford","23","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4395685.png"
"Texas A&M","Solomon Washington","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105562.png"
"Texas A&M","Andersson Garcia","11","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702431.png"
"Texas A&M","Jace Carter","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4898186.png"
"Texas A&M","Manny Obaseki","35","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433277.png"
"Texas A&M","Tyler Ringgold","21","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174293.png"
"Texas A&M","Julius Marble","34","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433031.png"
"Texas A&M","Brandon White","32","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174666.png"
"Texas A&M","Rob Dockery","9","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174292.png"
"Texas A&M","Bryce Lindsay","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174291.png"
"Texas A&M","Jaelyn Lee","24","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105563.png"
"Texas A&M","Eli Lawrence","5","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432029.png"
"USC","Vincent Iwuchukwu","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105641.png"
"USC","Harrison Hornery","30","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433617.png"
"USC","Kobe Johnson","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4683857.png"
"USC","Isaiah Collier","1","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4683766.png"
"USC","Boogie Ellis","5","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4593106.png"
"USC","Kijani Wright","33","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105644.png"
"USC","Arrinten Page","22","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5060696.png"
"USC","DJ Rodman","10","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432103.png"
"USC","Joshua Morgan","24","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431830.png"
"USC","Oziyah Sellers","4","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105642.png"
"USC","Bronny James","6","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4683774.png"
"USC","Brandon Gardner","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4711296.png"
"USC","JD Plough","12","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174980.png"
"USC","Zach Brooker","15","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4898373.png"
"Ole Miss","Jamarion Sharp","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897696.png"
"Ole Miss","Jaemyn Brakefield","4","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432169.png"
"Ole Miss","Matthew Murrell","11","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702442.png"
"Ole Miss","Jaylen Murray","5","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4683865.png"
"Ole Miss","Allen Flanigan","7","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432874.png"
"Ole Miss","Moussa Cisse","33","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4701208.png"
"Ole Miss","Robert Cowherd","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105547.png"
"Ole Miss","TJ Caldwell","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105545.png"
"Ole Miss","Austin Nunez","1","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4712837.png"
"Ole Miss","Cameron Barnes","23","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174297.png"
"Ole Miss","Jacob Gazzo","24","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5103583.png"
"Ole Miss","Rashaud Marshall","25","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5060699.png"
"Ole Miss","Gavin Murphy","14","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174296.png"
"Ole Miss","Cam Brent","55","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5119014.png"
"Ole Miss","Cole McGrath","30","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4909427.png"
"Ole Miss","Brandon Murray","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4684166.png"
"North Alabama","Tim Smith Jr.","23","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176203.png"
"North Alabama","Damian Forrest","33","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897608.png"
"North Alabama","Jacari Lane","5","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107078.png"
"North Alabama","Detalian Brown","12","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4700848.png"
"North Alabama","Will Soucie","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4613134.png"
"North Alabama","Dallas Howell","34","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4709454.png"
"North Alabama","Eoin Nelson","15","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4703398.png"
"North Alabama","Canin Jefferson","4","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176200.png"
"North Alabama","Marco Foster","22","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897193.png"
"North Alabama","Josiah Fulcher","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4703571.png"
"North Alabama","Jamal Albritton","35","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176204.png"
"North Alabama","Hugh Hargett","21","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176202.png"
"North Alabama","Drake James","11","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176201.png"
"North Alabama","Micah Clark","1","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176199.png"
"North Alabama","Blake Floyd","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107080.png"
"North Alabama","KJ Johnson","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592273.png"
"Colorado","Tristan da Silva","23","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702382.png"
"Colorado","Eddie Lampkin Jr.","44","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433191.png"
"Colorado","J'Vonne Hadley","1","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702784.png"
"Colorado","Julian Hammond III","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4692907.png"
"Colorado","KJ Simpson","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4683834.png"
"Colorado","Bangot Dak","12","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5175021.png"
"Colorado","Joe Hurlburt","24","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105613.png"
"Colorado","Assane Diop","35","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4711295.png"
"Colorado","Harrison Carrington","31","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105615.png"
"Colorado","Luke O'Brien","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702380.png"
"Colorado","Greg Gerhardt","30","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105614.png"
"Colorado","Cody Williams","10","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4895758.png"
"Colorado","Grady Whitt","40","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5175023.png"
"Colorado","Tristan Jackson","15","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5175022.png"
"Colorado","RJ Smith","5","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105612.png"
"Colorado","Jack Pease","34","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4898115.png"
"Colorado","Javon Ruffin","11","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4693725.png"
"Colorado","Courtney Anderson Jr.","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4685648.png"
"Miami","Norchad Omier","15","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702134.png"
"Miami","Wooga Poplar","5","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897397.png"
"Miami","Matthew Cleveland","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897007.png"
"Miami","Bensley Joseph","4","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4683753.png"
"Miami","Nijel Pack","24","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4576062.png"
"Miami","AJ Casey","23","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433286.png"
"Miami","Michael Nwoko","1","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4895795.png"
"Miami","Kyshawn George","7","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174563.png"
"Miami","Christian Watson","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4684735.png"
"Miami","Jakai Robinson","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4683741.png"
"Miami","Nick Cassano","11","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174564.png"
"Miami","Carson Mastin","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174562.png"
"Miami","Paul Djobet","10","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5095063.png"
"Northwestern","Matthew Nicholson","34","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702289.png"
"Northwestern","Ty Berry","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702288.png"
"Northwestern","Brooks Barnhizer","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4684208.png"
"Northwestern","Ryan Langborg","5","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4597863.png"
"Northwestern","Boo Buie","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592712.png"
"Northwestern","Gus Hurlburt","54","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105835.png"
"Northwestern","Luke Hunger","33","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105833.png"
"Northwestern","Nick Martinelli","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105832.png"
"Northwestern","Blake Preston","32","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4396747.png"
"Northwestern","Justin Mullins","20","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107289.png"
"Northwestern","Jordan Clayton","11","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5093250.png"
"Northwestern","Blake Barkley","4","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174800.png"
"Northwestern","Parker Strauss","10","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174801.png"
"Northwestern","Blake Smith","43","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105834.png"
"Winthrop","K.J. Doucet","12","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4906969.png"
"Winthrop","Kelton Talford","4","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4576140.png"
"Winthrop","Chase Claxton","33","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431928.png"
"Winthrop","Kasen Harrison","11","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4703629.png"
"Winthrop","Nick Johnson","10","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4593988.png"
"Winthrop","Yoro Diallo","5","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107470.png"
"Winthrop","Alex Timmerman","40","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4593082.png"
"Winthrop","Noah Van Bibber","14","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5177681.png"
"Winthrop","Xavier McKelvy","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107466.png"
"Winthrop","Sin'Cere McMahon","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4703879.png"
"Winthrop","Michael Moore","23","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107469.png"
"Winthrop","Henry Harrison","21","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5177682.png"
"Winthrop","Cam Christy","55","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5119172.png"
"Winthrop","Clay Howard","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107467.png"
"Winthrop","Isaiah Wilson","1","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4700973.png"
"Winthrop","Micheal Anumba","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397840.png"
"North Texas","Aaron Scott","1","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897517.png"
"North Texas","Moulaye Sissoko","14","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431824.png"
"North Texas","CJ Noland","22","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4694228.png"
"North Texas","John Buggs III","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592451.png"
"North Texas","Rubin Jones","15","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432430.png"
"North Texas","Robert Allen","10","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4398245.png"
"North Texas","Jason Edwards","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5175064.png"
"North Texas","Matthew Stone","23","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897523.png"
"North Texas","Terrance Dixon Jr.","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5175066.png"
"North Texas","Chris Morgan","21","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897522.png"
"North Texas","Alex Cotton","4","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5175065.png"
"North Texas","Christian Moore","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5106886.png"
"North Texas","Grayson Allo","20","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5106884.png"
"North Texas","Rondel Walker","5","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433163.png"
"UC Irvine","Carter Welling","22","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176397.png"
"UC Irvine","Hayden Welling","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107161.png"
"UC Irvine","Andre Henry","4","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702629.png"
"UC Irvine","Justin Hohn","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433009.png"
"UC Irvine","Pierre Crockrell II","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432962.png"
"UC Irvine","Dean Keeler","31","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592962.png"
"UC Irvine","Derin Saran","1","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176395.png"
"UC Irvine","Dylan Thoerner","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5117351.png"
"UC Irvine","Langston Redfield","21","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897677.png"
"UC Irvine","Ofure Ujadughele","10","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432132.png"
"UC Irvine","Eli Chol","33","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107163.png"
"UC Irvine","Akiva McBirney-Griffin","43","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897678.png"
"UC Irvine","Devin Tillis","11","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4703393.png"
"UC Irvine","Bent Leuchten","15","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897676.png"
"UC Irvine","Ben Egbo","5","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176396.png"
"UC Irvine","Jurian Dixon","24","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4711267.png"
"San Diego State","Miles Heide","40","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176243.png"
"San Diego State","Elijah Saunders","25","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4870565.png"
"San Diego State","Micah Parrish","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702719.png"
"San Diego State","Reese Waters","14","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4711593.png"
"San Diego State","Lamont Butler","5","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433183.png"
"San Diego State","Demarshay Johnson Jr.","11","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897531.png"
"San Diego State","Jay Pal","4","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4703247.png"
"San Diego State","Miles Byrd","21","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107804.png"
"San Diego State","Darrion Trammell","12","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702011.png"
"San Diego State","Magoon Gwath","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176240.png"
"San Diego State","Cade Alger","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431879.png"
"San Diego State","Jaedon LeDee","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397237.png"
"San Diego State","Desai Lopez","32","https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png"
"San Diego State","Ryan Raad","42","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176244.png"
"San Diego State","Ryan Schwarz","24","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176242.png"
"San Diego State","BJ Davis","10","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176241.png"
"San Diego State","Cam Lawin","8","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107803.png"
"Arizona State","Bryant Selebangue","24","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5106643.png"
"Arizona State","Alonzo Gaffney","8","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431694.png"
"Arizona State","Jamiya Neal","5","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4837237.png"
"Arizona State","Frankie Collins","1","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433616.png"
"Arizona State","Jose Perez","12","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397528.png"
"Arizona State","Akil Watson","23","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4683783.png"
"Arizona State","Braelon Green","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5175028.png"
"Arizona State","Kamari Lands","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4610140.png"
"Arizona State","Brycen Long","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4586322.png"
"Arizona State","Zane Meeks","15","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4593064.png"
"Arizona State","Shawn Phillips Jr.","9","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105537.png"
"Arizona State","Zack Markus","20","https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png"
"Arizona State","Andrew Mayock","14","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5175030.png"
"Arizona State","Malachi Davis","7","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5175029.png"
"Arizona State","Jordan Williams","25","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4898112.png"
"Arizona State","Bobby Hurley","11","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4898109.png"
"Arizona State","Adam Miller","44","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432175.png"
"UNLV","Kalib Boone","10","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432854.png"
"UNLV","Isaiah Cottrell","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432201.png"
"UNLV","Dedan Thomas Jr.","11","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4873093.png"
"UNLV","Justin Webster","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432918.png"
"UNLV","Luis Rodriguez","15","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4396969.png"
"UNLV","Rob Whaley Jr.","5","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176262.png"
"UNLV","Karl Jones","22","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107862.png"
"UNLV","Brooklyn Hicks","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5101624.png"
"UNLV","Jackie Johnson III","24","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897088.png"
"UNLV","Jacob Bannarbie","12","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176263.png"
"UNLV","Jalen Hill","1","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592214.png"
"UNLV","Keylan Boone","20","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431901.png"
"UNLV","Nick Walters","31","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107863.png"
"UNLV","Shane Nowell","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433263.png"
"Notre Dame","Kebba Njie","14","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105845.png"
"Notre Dame","Tae Davis","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105594.png"
"Notre Dame","Markus Burton","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5101623.png"
"Notre Dame","Julian Roper II","1","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4683949.png"
"Notre Dame","J.R. Konieczny","20","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4575837.png"
"Notre Dame","Carey Booth","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5037880.png"
"Notre Dame","Matt Zona","25","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433574.png"
"Notre Dame","Braeden Shrewsberry","11","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4912455.png"
"Notre Dame","Alex Wade","4","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897400.png"
"Notre Dame","Logan Imes","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4872727.png"
"Notre Dame","Tony Sanders Jr.","12","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4701838.png"
"Notre Dame","Thomas Crowe","22","https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png"
"Notre Dame","Zane Harbaugh","23","https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png"
"Notre Dame","Raheem Braiton","5","https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png"
"Notre Dame","Thomas Hattan","15","https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png"
"Notre Dame","JT Kelly","10","https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png"
"Utah State","Great Osobor","1","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897921.png"
"Utah State","Isaac Johnson","20","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4898118.png"
"Utah State","Mason Falslev","12","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107864.png"
"Utah State","Ian Martinez","4","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4601026.png"
"Utah State","Darius Brown II","10","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397450.png"
"Utah State","Kalifa Sakho","34","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176274.png"
"Utah State","Karson Templin","24","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176273.png"
"Utah State","Nigel Burris","35","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107824.png"
"Utah State","Jackson Grant","21","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433613.png"
"Utah State","Javon Jackson","22","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5113534.png"
"Utah State","Landon Brenchley","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897544.png"
"Utah State","Josh Uduje","14","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897224.png"
"Utah State","Dallin Grant","11","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176272.png"
"Utah State","Max Agbonkpolo","23","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431700.png"
"Utah State","Jaxon Smith","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176271.png"
"Utah State","Garrison Phelps","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107874.png"
"UTEP","Kevin Kalu","34","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897577.png"
"UTEP","Otis Frazier III","23","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4700882.png"
"UTEP","Calvin Solomon","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4594155.png"
"UTEP","Zid Powell","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5108761.png"
"UTEP","Tae Hardy","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4396616.png"
"UTEP","Elijah Jones","33","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5106056.png"
"UTEP","Jonathan Dos Anjos","1","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431944.png"
"UTEP","Sebastian Cole","21","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5177693.png"
