Rk,Player,Pos,Team,Player-additional,PTS,From,To,Age,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG%,2P%,3P%,FT%,TS%,eFG%,WS,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%
560,Justin Anderson,G,CLEIND,anderju01,102,2021-22,2021-22,28,16,6,316,36,95,21,36,15,59,15,19,4,42,46,33,8,6,8,22,0.379,0.583,0.254,0.789,0.493,0.458,0.4,109,116,0.2,0.2,0.054,-1.9,-1.3,-3.2,-0.1,10.4,1.4,15,8.1,14.2,1.2,1.7,7.2,15.1
561,Gabriel Deck,F,OKC,deckga01,102,2020-21,2021-22,25-26,17,0,268,40,81,36,62,4,19,18,22,17,29,46,29,9,0,8,11,0.494,0.581,0.211,0.818,0.562,0.519,0.6,121,116,0.5,0.2,0.112,-0.3,-0.6,-0.8,0.1,15.1,6.5,11.4,8.9,16.6,1.6,0,8.1,15.7
562,Mfiondu Kabengele,F,BOSCLELAC,kabenmf01,101,2020-21,2022-23,23-25,43,0,316,35,96,22,43,13,53,18,22,17,53,70,17,10,13,16,39,0.365,0.512,0.245,0.818,0.478,0.432,0.2,97,111,-0.2,0.4,0.031,-4.6,-0.2,-4.8,-0.2,9.4,5.9,18.9,12.4,7.7,1.6,3.7,13.1,16.9
563,Mike James,G,BRK,jamesmi02,100,2020-21,2020-21,30,13,1,236,34,92,23,61,11,31,21,27,3,29,32,54,6,1,20,10,0.37,0.377,0.355,0.778,0.481,0.429,0.1,103,116,0,0.1,0.028,-2.1,-2.3,-4.4,-0.1,11.9,1.5,12.9,7.5,30.6,1.2,0.4,16.1,22.9
564,Jahmi'us Ramsey,G,SAC,ramseja01,100,2020-21,2021-22,19-20,32,0,228,39,96,29,59,10,37,12,19,6,17,23,13,5,2,8,18,0.406,0.492,0.27,0.632,0.479,0.458,-0.1,98,120,-0.1,0,-0.023,-3.3,-2.6,-5.9,-0.2,8.9,2.9,8.3,5.5,8.3,1.1,0.8,7.1,21.2
565,Justin Robinson,G,DETMILOKCSAC,robinju01,99,2020-21,2021-22,23-24,34,0,392,35,114,13,39,22,75,7,13,5,23,28,41,12,1,19,37,0.307,0.333,0.293,0.538,0.413,0.404,-0.3,88,116,-0.5,0.2,-0.038,-6.3,-1.2,-7.5,-0.5,4.2,1.3,6.3,3.8,14,1.5,0.2,13.7,15.1
566,Jamal Cain,F,MIA,cainja01,98,2022-23,2022-23,23,18,0,240,37,66,30,46,7,20,17,22,15,37,52,12,11,1,6,21,0.561,0.652,0.35,0.773,0.647,0.614,0.8,131,112,0.5,0.3,0.169,-0.5,1.3,0.8,0.2,16.5,7.1,18.7,12.7,7.6,2.3,0.4,7.3,15.1
567,Jay Scrubb,G-F,LACORL,scrubja01,97,2020-21,2022-23,20-22,24,1,235,37,89,27,57,10,32,13,17,4,32,36,10,10,3,17,16,0.416,0.474,0.313,0.765,0.503,0.472,-0.1,90,111,-0.4,0.3,-0.014,-5.5,-1.1,-6.6,-0.3,8.8,1.9,14.6,8.4,6.2,2.1,1.1,15,21.2
568,Jalen Harris,G,TOR,harrija01,96,2020-21,2020-21,22,13,2,172,36,72,19,36,17,36,7,9,3,15,18,17,8,0,14,15,0.5,0.528,0.472,0.778,0.632,0.618,0.3,110,114,0.1,0.1,0.079,0.5,-0.3,0.3,0.1,15.2,1.9,9.9,5.8,16,2.3,0,15.6,22.6
569,Justin Champagnie,F,BOSTOR,champju01,92,2021-22,2022-23,20-21,41,0,315,36,82,25,49,11,33,9,9,40,40,80,15,9,4,8,34,0.439,0.51,0.333,1,0.535,0.506,0.8,123,112,0.5,0.3,0.124,-1.7,-0.9,-2.6,0,13.2,13.1,14.6,13.8,6.5,1.4,1.2,8.5,12.8
570,Isaac Bonga,G,TORWAS,bongais01,90,2020-21,2021-22,21-22,55,8,501,33,94,19,43,14,51,10,16,22,51,73,27,19,11,24,73,0.351,0.442,0.275,0.625,0.445,0.426,0.1,90,113,-0.4,0.5,0.008,-5.8,0.7,-5.1,-0.4,4.7,4.6,10.8,7.7,6.6,1.8,1.9,19.2,10.4
571,Cassius Stanley,G,DETIND,stanlca01,88,2020-21,2021-22,21-22,33,1,248,32,89,25,59,7,30,17,19,13,26,39,5,6,4,7,31,0.36,0.424,0.233,0.895,0.452,0.399,0,96,116,-0.2,0.2,-0.006,-5.7,-2.1,-7.9,-0.4,7.1,5.6,11.7,8.5,2.9,1.2,1.4,6.7,18
572,Johnny Juzang,G,UTA,juzanjo01,87,2022-23,2022-23,21,18,0,232,35,104,20,41,15,63,2,4,8,31,39,8,4,3,3,13,0.337,0.488,0.238,0.5,0.411,0.409,-0.2,93,119,-0.3,0.1,-0.032,-4.3,-2.2,-6.5,-0.3,6.5,3.8,14.3,9.1,4.7,0.8,1.1,2.8,19.6
573,Jarrell Brantley,F,UTA,brantja01,86,2020-21,2022-23,24-26,32,0,177,33,66,17,29,16,37,4,4,10,23,33,18,7,4,10,20,0.5,0.586,0.432,1,0.635,0.621,0.6,123,109,0.4,0.3,0.169,1.2,1.3,2.5,0.2,17.1,6.3,13.3,9.9,15.1,1.9,1.9,12.9,18.8
574,Josh Hall,F,OKC,halljo01,86,2020-21,2020-21,20,21,1,336,30,99,26,62,4,37,22,44,6,53,59,28,4,1,25,37,0.303,0.419,0.108,0.5,0.363,0.323,-0.9,73,117,-1.1,0.2,-0.126,-9.7,-2.2,-11.9,-0.8,1,1.8,16.6,9.1,11.6,0.6,0.3,17.4,18.1
575,Georgios Kalaitzakis,G-F,MILOKC,kalaige01,86,2021-22,2021-22,23,13,4,214,31,67,21,41,10,26,14,30,6,15,21,12,11,2,20,19,0.463,0.512,0.385,0.467,0.536,0.537,-0.1,91,113,-0.3,0.2,-0.024,-5.1,-1.9,-7,-0.3,8.6,3,7.3,5.1,8.8,2.5,0.9,20,20.2
576,Devontae Cacok,F,LALSAS,cacokde01,85,2020-21,2021-22,24-25,35,1,219,38,60,38,60,0,0,9,18,20,54,74,7,13,11,8,24,0.633,0.633,,0.5,0.626,0.633,0.8,121,102,0.3,0.5,0.177,-0.3,2.1,1.8,0.2,18.8,10,26.6,18.3,4.5,2.9,4.3,10.5,14.9
577,Dalen Terry,G,CHI,terryda01,85,2022-23,2022-23,20,38,0,214,32,72,25,45,7,27,14,21,12,25,37,22,11,5,8,24,0.444,0.556,0.259,0.667,0.523,0.493,0.5,112,110,0.1,0.3,0.105,-1.7,1.7,0,0.1,14.1,6.5,13,9.8,14.1,2.5,2.3,9,18.4
578,Devin Cannady,G,ORL,cannade01,84,2020-21,2021-22,24-25,13,0,219,26,72,5,19,21,53,11,14,1,10,11,11,10,4,7,18,0.361,0.263,0.396,0.786,0.537,0.507,0.2,104,114,0,0.2,0.041,-3.2,0.1,-3.2,-0.1,9.5,0.5,4.9,2.6,7.3,2.2,1.7,8.2,16.8
579,Matthew Dellavedova,G,CLESAC,dellama01,83,2020-21,2022-23,30-32,45,1,437,31,106,18,54,13,52,8,11,7,30,37,99,11,1,16,41,0.292,0.333,0.25,0.727,0.374,0.354,0.1,103,119,-0.1,0.2,0.013,-4.5,-1.3,-5.8,-0.4,7,1.8,7.8,4.8,29.5,1.2,0.2,12.6,12.6
580,Braxton Key,F,DETPHI,keybr01,83,2021-22,2022-23,24-25,14,0,206,34,73,28,52,6,21,9,15,13,38,51,11,10,11,11,26,0.466,0.538,0.286,0.6,0.521,0.507,0.3,102,109,0,0.3,0.06,-3.6,0.6,-3,-0.1,13.9,6.5,21,13.4,8.5,2.4,4.8,12.1,18.9
581,Jerome Robinson,G,WAS,robinje01,83,2020-21,2020-21,23,17,6,305,28,95,17,53,11,42,16,20,4,34,38,25,12,6,19,31,0.295,0.321,0.262,0.8,0.4,0.353,-0.4,81,113,-0.7,0.3,-0.057,-6.9,-0.1,-7,-0.4,4.1,1.4,11.8,6.6,10.2,1.8,1.6,15.5,16.7
582,Nikola Jović,G-F,MIA,jovicni01,82,2022-23,2022-23,19,15,8,204,28,69,20,34,8,35,18,19,9,22,31,10,7,2,10,19,0.406,0.588,0.229,0.947,0.53,0.464,0.2,105,114,0,0.2,0.053,-3.4,0,-3.4,-0.1,10.6,5,13.1,8.9,7.3,1.7,1,11.4,19
583,Khyri Thomas,G,HOU,thomakh01,82,2020-21,2020-21,24,5,2,153,32,66,23,39,9,27,9,9,7,11,18,25,9,6,6,8,0.485,0.59,0.333,1,0.586,0.553,0.5,123,113,0.4,0.1,0.164,2.5,-0.1,2.4,0.2,21.3,4.7,8,6.3,26.9,2.8,3.5,7.9,21.1
584,Jeff Dowtin,G,GSWMILORLTOR,dowtije01,80,2021-22,2022-23,24-25,34,0,367,33,83,27,58,6,25,8,11,14,27,41,41,14,4,10,18,0.398,0.466,0.24,0.727,0.455,0.434,0.4,107,115,0.1,0.3,0.051,-3.6,0.6,-3,-0.1,9,4,8.5,6.2,14.7,1.9,1.1,10.2,11.4
585,Kennedy Chandler,G,MEM,chandke01,78,2022-23,2022-23,20,36,0,281,35,83,33,68,2,15,6,13,9,29,38,58,12,5,18,15,0.422,0.485,0.133,0.462,0.44,0.434,0.3,101,112,-0.1,0.4,0.044,-3.3,0.6,-2.7,0,10.6,3.4,10.9,7.2,26.4,2,1.6,16.9,15.8
586,Malcolm Hill,F,ATLCHI,hillma01,77,2021-22,2022-23,26-27,24,0,221,26,56,12,17,14,39,11,14,11,27,38,8,7,3,3,25,0.464,0.706,0.359,0.786,0.619,0.589,0.6,129,114,0.4,0.2,0.126,-1,-0.4,-1.4,0,12.8,5.6,13.6,9.6,4.8,1.6,1.2,4.6,13
587,Quinn Cook,G,CLELAL,cookqu01,76,2020-21,2020-21,27,23,0,157,29,68,18,42,11,26,7,8,2,15,17,18,4,1,7,10,0.426,0.429,0.423,0.875,0.531,0.507,0.2,107,114,0.1,0.1,0.061,-1,-0.2,-1.2,0,12.7,1.4,10.9,6.1,18.3,1.3,0.6,8.9,21.8
588,Ed Davis,F,CLEMIN,davised01,76,2020-21,2021-22,31-32,54,10,500,30,60,30,60,0,0,16,26,60,119,179,28,16,22,12,89,0.5,0.5,,0.615,0.532,0.5,1.4,128,109,0.7,0.7,0.132,-3.7,1.6,-2,0,11.6,12.8,26.4,19.5,7.2,1.5,3.9,14.4,7.1
589,Greg Monroe,C-F,MILMINUTAWAS,monrogr01,76,2021-22,2021-22,31,14,0,195,32,57,32,57,0,0,12,23,30,34,64,22,8,10,12,24,0.561,0.561,,0.522,0.566,0.561,0.7,121,108,0.4,0.3,0.169,-0.3,0.7,0.4,0.1,19.5,16.9,18.8,17.7,16.2,2,4.8,15.2,17.3
590,Quinndary Weatherspoon,G,GSWSAS,weathqu01,76,2020-21,2021-22,24-25,31,0,194,28,56,26,45,2,11,18,21,5,20,25,13,9,3,13,33,0.5,0.578,0.182,0.857,0.582,0.518,0.3,105,110,0,0.2,0.07,-5.3,0.5,-4.8,-0.1,10.5,2.8,11,7,9.5,2.3,1.4,16.6,17.6
591,Peyton Watson,G-F,DEN,watsope01,75,2022-23,2022-23,20,23,2,186,29,59,23,45,6,14,11,20,8,29,37,11,2,11,8,14,0.492,0.511,0.429,0.55,0.553,0.542,0.3,109,114,0.1,0.2,0.073,-2.7,-0.1,-2.8,0,12.8,5.1,17.4,11.4,7.9,0.5,5.2,10.6,17.7
592,Donta Hall,F,ORL,halldo01,73,2020-21,2020-21,23,13,0,179,25,35,25,35,0,0,23,34,24,38,62,11,5,10,8,18,0.714,0.714,,0.676,0.731,0.714,0.8,142,110,0.6,0.2,0.223,0.9,0.6,1.6,0.2,22.3,13.5,22.8,18,9.4,1.4,5.1,13.8,14
593,Darius Miller,F,OKC,milleda01,73,2020-21,2020-21,30,18,0,197,22,48,5,6,17,42,12,12,2,22,24,21,13,5,8,13,0.458,0.833,0.405,1,0.685,0.635,0.6,130,111,0.4,0.2,0.156,0.8,2.7,3.6,0.3,15.9,1,11.8,6.3,15.4,3.1,2.3,13.1,13.2
594,Vernon Carey Jr.,C,CHOWAS,careyve01,72,2020-21,2022-23,19-21,37,5,187,27,57,26,50,1,7,17,26,17,33,50,5,5,8,10,22,0.474,0.52,0.143,0.654,0.526,0.482,0.2,104,112,0,0.2,0.058,-4.5,-1.8,-6.3,-0.2,12.5,10,19.3,14.6,3.6,1.3,4,12.7,18.2
595,Charlie Brown Jr.,G,DALOKCPHI,brownch02,70,2020-21,2021-22,23-24,31,3,329,23,82,17,49,6,33,18,20,17,32,49,15,14,6,11,37,0.28,0.347,0.182,0.9,0.385,0.317,-0.1,88,112,-0.4,0.3,-0.008,-6.2,-0.4,-6.6,-0.4,5.4,5.8,10.5,8.1,6.2,2.1,1.6,10.8,13.5
596,Justin Patton,C,HOU,pattoju01,70,2020-21,2020-21,23,13,6,247,29,70,20,36,9,34,3,4,14,35,49,14,12,14,4,34,0.414,0.556,0.265,0.75,0.488,0.479,0.4,108,111,0.1,0.3,0.076,-3.6,1.4,-2.2,0,11.6,5.8,15.8,10.6,8.1,2.3,5.1,5.3,13
597,Joe Wieskamp,G,SASTOR,wieskjo01,70,2021-22,2022-23,22-23,38,0,255,23,70,6,15,17,55,7,13,4,14,18,12,4,3,3,17,0.329,0.4,0.309,0.538,0.462,0.45,0.1,101,118,0,0.1,0.013,-3.7,-1.6,-5.3,-0.2,5.6,1.6,6.1,3.8,5.9,0.8,1,3.8,13.1
598,Cameron Oliver,F,ATLHOU,oliveca01,66,2020-21,2021-22,24-25,6,0,130,29,48,24,32,5,16,3,7,7,20,27,8,3,5,3,16,0.604,0.75,0.313,0.429,0.646,0.656,0.4,127,114,0.3,0.1,0.149,0.1,-0.8,-0.8,0,18.6,5.6,17.1,11.1,10.1,1.1,3.4,5.5,17.8
599,Ersan İlyasova,F,UTA,ilyaser01,65,2020-21,2020-21,33,17,1,148,21,54,3,13,18,41,5,5,7,22,29,4,10,3,8,29,0.389,0.231,0.439,1,0.578,0.556,0.4,109,104,0.1,0.3,0.122,-2.5,1.7,-0.9,0,12.1,5.3,15.1,10.4,3.8,3.3,1.6,12.5,18.7
600,Xavier Moon,G,LAC,moonxa01,65,2021-22,2022-23,27-28,14,0,157,28,60,22,43,6,17,3,5,2,15,17,29,7,3,7,11,0.467,0.512,0.353,0.6,0.523,0.517,0.3,111,111,0.1,0.2,0.102,-1.5,0.7,-0.7,0.1,15.1,1.4,10,5.8,28.1,2.2,1.6,10.1,19.3
601,Trevelin Queen,G,HOUIND,queentr01,64,2021-22,2022-23,24-25,17,0,144,22,62,11,23,11,39,9,9,15,18,33,10,7,6,14,10,0.355,0.478,0.282,1,0.485,0.444,-0.1,94,115,-0.2,0.1,-0.023,-1.4,-1.2,-2.5,0,12.3,11.5,13.8,12.7,9.9,2.3,3.6,17.5,23.4
602,Udonis Haslem,F-C,MIA,hasleud01,63,2020-21,2022-23,40-42,21,1,157,26,62,22,49,4,13,7,8,8,29,37,4,2,3,6,26,0.419,0.449,0.308,0.875,0.481,0.452,0.1,97,111,-0.1,0.2,0.023,-6.6,-2,-8.7,-0.3,8.4,5.8,21,13.5,3.9,0.6,2,8.4,20.3
603,Daniel Oturu,F-C,LACTOR,oturuda01,63,2020-21,2021-22,21-22,33,0,188,25,58,24,52,1,6,12,17,22,31,53,10,4,9,9,25,0.431,0.462,0.167,0.706,0.481,0.44,0.3,108,110,0.1,0.3,0.086,-3.9,-1.3,-5.2,-0.2,12.6,13.5,18.1,15.8,7.2,1.1,4.4,12.1,17.5
604,Chris Silva,F,DALMIAMINSAC,silvach01,60,2020-21,2022-23,24-26,26,0,186,19,32,18,31,1,1,21,27,20,43,63,13,1,7,19,46,0.594,0.581,1,0.778,0.684,0.609,0.4,113,109,0.2,0.3,0.113,-6.1,0.6,-5.5,-0.2,11.3,12.5,25.9,19.2,9.8,0.3,3.8,30.2,15.1
605,Moussa Diabaté,F,LAC,diabamo01,59,2022-23,2022-23,21,22,1,195,24,47,23,45,1,2,10,16,31,19,50,4,7,8,9,15,0.511,0.511,0.5,0.625,0.546,0.521,0.4,117,114,0.2,0.2,0.105,-1.9,-0.8,-2.8,0,14.2,18,10.8,14.4,2.8,1.8,3.6,14.3,14.1
606,Tacko Fall,C,BOSCLE,fallta01,59,2020-21,2021-22,25-26,30,1,195,26,41,26,41,0,0,7,22,23,52,75,5,1,26,9,25,0.634,0.634,,0.318,0.582,0.634,0.6,114,104,0.2,0.4,0.137,-2.4,2.2,-0.2,0.1,17.1,13.1,29.6,21.4,3.6,0.3,12.3,15.1,13.3
607,Neemias Queta,C,SAC,quetane01,57,2021-22,2022-23,22-23,20,0,149,23,47,23,47,0,0,11,19,19,23,42,7,1,10,7,25,0.489,0.489,,0.579,0.515,0.489,0.2,110,115,0.1,0.1,0.07,-3.8,-1,-4.8,-0.1,13.6,14,17.1,15.5,6.7,0.3,5.8,11.2,18
608,Leandro Bolmaro,F,MINUTA,bolmale01,56,2021-22,2022-23,21-22,49,2,309,20,74,15,52,5,22,11,13,20,30,50,28,9,1,20,36,0.27,0.288,0.227,0.846,0.351,0.304,-0.3,84,116,-0.5,0.2,-0.048,-6.7,-1.1,-7.8,-0.5,3.1,6.8,10.6,8.7,11.3,1.4,0.3,20.1,13.5
609,Jordan Bone,G,ORL,bonejo01,56,2020-21,2020-21,23,14,0,196,23,54,13,22,10,32,0,0,4,20,24,18,2,0,3,11,0.426,0.591,0.313,,0.519,0.519,0.2,113,119,0.1,0.1,0.045,-3,-1.2,-4.2,-0.1,8.9,2,11,6.4,13.6,0.5,0,5.3,12.6
610,Yogi Ferrell,G,CLELAC,ferreyo01,56,2020-21,2020-21,27,10,0,136,20,57,11,29,9,28,7,9,5,14,19,22,7,3,3,11,0.351,0.379,0.321,0.778,0.459,0.43,0.3,110,111,0.1,0.2,0.099,-0.5,0.8,0.2,0.1,14.4,4.1,11.4,7.8,22.9,2.5,2,4.7,20.7
611,Quenton Jackson,G,WAS,jacksqu01,56,2022-23,2022-23,24,9,0,135,19,42,18,30,1,12,17,22,2,6,8,15,4,1,4,10,0.452,0.6,0.083,0.773,0.542,0.464,0.2,117,119,0.1,0.1,0.078,-3.7,-1.5,-5.1,-0.1,12.2,1.7,4.8,3.3,15.1,1.4,0.6,7.2,17.9
612,A.J. Lawson,G,DALMIN,lawsoaj01,56,2022-23,2022-23,22,15,0,108,22,44,12,19,10,25,2,8,6,15,21,2,2,0,3,11,0.5,0.632,0.4,0.25,0.589,0.614,0.1,112,118,0.1,0.1,0.063,-1.5,-2.9,-4.4,-0.1,13.9,6.4,16.3,11.3,3,0.9,0,5.9,21.1
613,Devon Dotson,G,CHIWAS,dotsode01,55,2020-21,2022-23,21-23,28,0,188,23,54,19,34,4,20,5,9,9,15,24,30,10,0,8,23,0.426,0.559,0.2,0.556,0.474,0.463,0.2,108,114,0.1,0.2,0.062,-3.6,0.4,-3.1,-0.1,11,5.5,8.8,7.1,21.5,2.6,0,12.1,15.3
614,Jonathan Isaac,F,ORL,isaacjo01,55,2022-23,2022-23,25,11,0,124,22,53,16,38,6,15,5,9,15,29,44,6,14,4,4,5,0.415,0.421,0.4,0.556,0.483,0.472,0.3,108,102,0,0.3,0.13,1,3,4,0.2,20.3,13.7,26.5,20.1,7.3,5.5,3.1,6.6,21.1
615,Rayjon Tucker,F,DENMILPHI,tuckera01,55,2020-21,2021-22,23-24,19,0,139,15,27,9,15,6,12,19,26,4,15,19,16,6,0,5,13,0.556,0.6,0.5,0.731,0.715,0.667,0.6,142,111,0.4,0.2,0.206,-0.3,0.4,0.1,0.1,16.4,3.2,11.6,7.5,15.2,2.1,0,11.5,13.4
616,Cassius Winston,G,WAS,winstca01,55,2020-21,2021-22,22-23,29,0,137,18,44,8,21,10,23,9,10,0,10,10,19,2,1,8,17,0.409,0.381,0.435,0.9,0.568,0.523,0.1,110,118,0.1,0.1,0.051,-3.2,-1.8,-4.9,-0.1,9.4,0,7.7,3.9,18.6,0.7,0.6,14.2,17.4
617,Dakota Mathias,G,MEMPHI,mathida01,54,2020-21,2021-22,25-26,14,2,139,21,54,11,22,10,32,2,6,1,8,9,14,2,3,1,8,0.389,0.5,0.313,0.333,0.477,0.481,0.2,108,113,0.1,0.1,0.067,-1.5,-0.7,-2.2,0,9.9,0.8,6.2,3.5,14.3,0.7,1.9,1.7,17.7
618,Meyers Leonard,C-F,MIAMIL,leoname01,53,2020-21,2022-23,28-30,12,4,143,17,36,7,11,10,25,9,11,12,29,41,3,2,0,8,21,0.472,0.636,0.4,0.818,0.649,0.611,0.3,118,113,0.2,0.2,0.108,-2.9,-1.8,-4.7,-0.1,10.9,9.1,20.9,15.2,2.9,0.7,0,16.4,14.6
619,Jeenathan Williams,G,POR,willije02,53,2022-23,2022-23,23,5,4,127,24,39,21,31,3,8,2,3,10,5,15,10,3,2,4,13,0.615,0.677,0.375,0.667,0.657,0.654,0.3,132,122,0.3,0,0.12,-1,-2.1,-3,0,15.5,9,4.6,6.8,12.1,1.2,1.4,9,15.2
620,Jay Huff,F-C,LALWAS,huffja01,51,2021-22,2022-23,23-24,11,0,115,15,28,9,14,6,14,15,16,7,18,25,11,4,5,6,16,0.536,0.643,0.429,0.938,0.728,0.643,0.5,137,113,0.3,0.1,0.196,0.9,1.1,2,0.1,18.6,7,16.8,12,13.1,1.7,3.7,14.6,15.5
621,Javonte Smart,G,MIAMIL,smartja01,51,2021-22,2021-22,22,17,1,200,19,60,11,33,8,27,5,6,5,19,24,16,6,3,11,12,0.317,0.333,0.296,0.833,0.407,0.383,-0.2,84,113,-0.3,0.2,-0.038,-5.9,-0.8,-6.6,-0.2,5.1,2.7,10,6.5,10.4,1.5,1.5,14.9,15.9
622,Hassani Gravett,G,ORL,graveha01,50,2021-22,2021-22,25,8,3,171,18,38,7,12,11,26,3,4,1,20,21,20,5,1,9,13,0.474,0.583,0.423,0.75,0.629,0.618,0.3,113,114,0.1,0.1,0.071,-2.4,0.2,-2.3,0,10.1,0.6,12.4,6.5,17,1.4,0.5,18.5,12.3
623,Jamorko Pickett,G-F,DET,pickeja01,50,2021-22,2021-22,24,13,0,176,18,50,5,11,13,39,1,2,6,26,32,7,0,7,5,12,0.36,0.455,0.333,0.5,0.491,0.49,0.1,99,116,0,0.1,0.015,-2.8,-2.1,-5,-0.1,7.6,3.5,16.8,9.8,5.8,0,3.6,8.9,13.6
624,Tim Frazier,G,CLEMEMORL,fraziti01,47,2020-21,2021-22,30-31,17,3,270,17,65,11,40,6,25,7,15,5,22,27,50,5,2,19,34,0.262,0.275,0.24,0.467,0.328,0.308,-0.4,80,116,-0.6,0.2,-0.074,-7.7,-1.7,-9.4,-0.5,2.4,1.9,8.7,5.3,24.4,0.9,0.7,21,14.4
625,Josh Minott,F,MIN,minotjo01,46,2022-23,2022-23,20,15,0,96,18,36,16,30,2,6,8,8,5,20,25,5,4,6,3,10,0.5,0.533,0.333,1,0.582,0.528,0.3,119,109,0.1,0.2,0.146,-1.9,0.4,-1.6,0,17.9,5.9,22.9,14.6,7.5,2,5.4,7.1,18.9
626,John Butler,C,POR,butlejo01,45,2022-23,2022-23,20,19,1,221,17,53,9,18,8,35,3,4,3,14,17,11,7,9,1,22,0.321,0.5,0.229,0.75,0.411,0.396,0,97,119,-0.1,0.1,0.001,-5.4,-0.8,-6.2,-0.2,5.7,1.5,7.3,4.4,6.5,1.5,3.6,1.8,11
627,Jared Rhoden,G,DET,rhodeja01,45,2022-23,2022-23,23,14,0,198,17,44,12,24,5,20,6,6,11,26,37,4,4,1,3,23,0.386,0.5,0.25,1,0.482,0.443,0.1,108,121,0,0.1,0.027,-5,-1.1,-6.1,-0.2,6.5,6,15,10.4,2.8,1,0.4,6,10.7
628,Zavier Simpson,G,OKC,simpsza01,44,2021-22,2021-22,24,4,4,174,19,52,18,44,1,8,5,5,2,19,21,30,5,4,10,15,0.365,0.409,0.125,1,0.406,0.375,-0.1,91,114,-0.2,0.1,-0.018,-6,-1.9,-7.9,-0.3,7.7,1.2,11.4,6.2,25.2,1.4,2.1,15.6,15.9
629,Deividas Sirvydis,G-F,DET,sirvyde01,44,2020-21,2021-22,20-21,23,0,160,15,50,4,15,11,35,3,6,0,35,35,6,5,1,5,13,0.3,0.267,0.314,0.5,0.418,0.41,-0.1,82,112,-0.3,0.2,-0.032,-5.3,-0.6,-5.9,-0.2,4.7,0,24.7,12.1,5.3,1.5,0.6,8.7,15.7
630,Dru Smith,G,BRKMIA,smithdr01,44,2022-23,2022-23,25,15,1,158,18,45,13,26,5,19,3,3,2,22,24,22,10,4,3,23,0.4,0.5,0.263,1,0.475,0.456,0.3,111,110,0.1,0.3,0.099,-3.8,2.9,-0.9,0,11.4,1.4,15.9,8.7,19.3,3.1,2.5,6.1,13.8
631,Jaden Springer,G,PHI,sprinja01,44,2021-22,2022-23,19-20,18,2,95,18,36,16,31,2,5,6,8,7,9,16,8,7,5,4,15,0.5,0.516,0.4,0.75,0.557,0.528,0.3,116,108,0.1,0.2,0.144,-1.9,3.3,1.4,0.1,17.8,8.8,10.9,9.9,12.9,3.7,4.8,9.2,20.5
632,Robert Franks,F,ORL,frankro01,43,2020-21,2020-21,24,7,0,101,13,28,8,13,5,15,12,13,6,8,14,5,3,3,2,8,0.464,0.615,0.333,0.923,0.638,0.554,0.3,133,116,0.3,0.1,0.158,0.7,-0.8,-0.2,0,16.5,6,8.5,7.2,7.4,1.4,2.7,5.6,15.3
633,Didi Louzada,G,NOPPOR,louzama01,43,2020-21,2021-22,21-22,12,1,185,15,46,4,15,11,31,2,2,6,14,20,8,4,2,8,18,0.326,0.267,0.355,1,0.459,0.446,-0.1,90,119,-0.2,0,-0.034,-5.2,-2.9,-8.1,-0.3,4.2,3.5,8.6,5.9,5.7,1,1.1,14.6,12.7
634,Wendell Moore Jr.,G-F,MIN,moorewe01,42,2022-23,2022-23,21,29,2,153,18,43,16,26,2,17,4,5,4,14,18,18,8,5,8,13,0.419,0.615,0.118,0.8,0.465,0.442,0.1,98,113,-0.1,0.2,0.028,-3.8,1.3,-2.4,0,9.3,3,10,6.6,15.3,2.5,2.8,15,14.9
635,Nate Hinton,G,DALIND,hintona01,41,2020-21,2021-22,21-22,23,0,95,15,43,11,24,4,19,7,10,1,8,9,8,7,2,6,8,0.349,0.458,0.211,0.7,0.432,0.395,-0.1,87,109,-0.2,0.1,-0.041,-5,0.7,-4.3,-0.1,9.2,1.2,9.2,5.2,12.1,3.6,2,11.2,24.8
636,Jason Preston,G,LAC,prestja01,41,2022-23,2022-23,23,14,0,124,18,41,13,23,5,18,0,2,2,20,22,27,2,0,10,7,0.439,0.565,0.278,0,0.489,0.5,0.1,102,117,0,0.1,0.021,-2.1,-0.5,-2.6,0,10.3,1.8,17.9,9.9,30.9,0.8,0,19.3,18.3
637,Sindarius Thornwell,G,NOPORL,thornsi01,41,2020-21,2020-21,26,21,1,217,15,46,8,23,7,23,4,8,3,15,18,21,13,2,7,15,0.326,0.348,0.304,0.5,0.414,0.402,0,93,114,-0.2,0.2,0.009,-5.7,0.9,-4.7,-0.2,6.6,1.4,7.4,4.4,13,2.9,0.9,12.4,11.1
638,Jared Harper,G,NOPNYK,harpeja01,40,2020-21,2021-22,23-24,13,0,59,14,30,9,17,5,13,7,8,2,2,4,15,4,1,5,6,0.467,0.529,0.385,0.875,0.597,0.55,0.3,122,111,0.2,0.1,0.209,5.9,0.7,6.6,0.1,24,3.7,3.6,3.7,48.8,3.3,1.6,13,28.3
