Rk,Player,Pos,Team,Player-additional,PTS,From,To,Age,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG%,2P%,3P%,FT%,TS%,eFG%,WS,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%
639,Juwan Morgan,F,BOSTORUTA,morgaju01,40,2020-21,2021-22,23-24,31,0,178,16,33,11,18,5,15,3,7,11,21,32,10,4,1,4,24,0.485,0.611,0.333,0.429,0.554,0.561,0.4,122,111,0.2,0.2,0.109,-3.4,0.3,-3.1,0,8.5,6.8,12.1,9.6,7.4,1.1,0.5,10,9.7
640,Sean McDermott,F,MEM,mcderse01,39,2020-21,2020-21,24,18,0,158,13,33,8,11,5,22,8,8,6,13,19,4,2,3,4,8,0.394,0.727,0.227,1,0.534,0.47,0.2,110,116,0.1,0.1,0.05,-3.1,-1.2,-4.3,-0.1,7.2,4,8.8,6.4,3.1,0.6,1.7,9.9,10.8
641,Kevin Pangos,G,CLE,pangoke01,39,2021-22,2021-22,29,24,3,166,15,46,9,20,6,26,3,4,2,9,11,30,3,0,7,11,0.326,0.45,0.231,0.75,0.408,0.391,0.1,99,115,-0.1,0.1,0.016,-4.7,-1.4,-6.1,-0.2,6.5,1.4,5.9,3.7,24.6,0.9,0,12.8,14.6
642,Xavier Cooks,F,WAS,cooksxa01,38,2022-23,2022-23,27,10,1,126,17,28,17,27,0,1,4,10,16,22,38,6,6,4,8,13,0.607,0.63,0,0.4,0.586,0.607,0.2,113,112,0.1,0.2,0.094,-3.2,-0.4,-3.6,-0.1,14.3,14.7,18.7,16.8,6.4,2.3,2.7,19.8,13.9
643,Micah Potter,C,DETUTA,pottemi01,36,2021-22,2022-23,23-24,10,0,83,15,26,11,17,4,9,2,2,7,18,25,4,2,1,3,9,0.577,0.647,0.444,1,0.67,0.654,0.2,129,114,0.2,0.1,0.144,0,-0.4,-0.4,0,16.8,8.9,23.6,16.3,7,1.2,1.1,10,15.2
644,Mac McClung,G,CHILALPHI,mccluma01,33,2021-22,2022-23,23-24,4,0,66,12,26,7,12,5,14,4,6,3,10,13,10,1,1,6,8,0.462,0.583,0.357,0.667,0.576,0.558,0.1,109,115,0,0.1,0.071,-1.8,-1.5,-3.3,0,13.9,5.5,17.2,11.4,23.9,0.7,1.3,17.3,23.2
645,Melvin Frazier,G,OKC,frazime01,32,2021-22,2021-22,25,3,0,120,13,48,12,27,1,21,5,7,5,8,13,1,1,0,3,8,0.271,0.444,0.048,0.714,0.313,0.281,-0.4,70,119,-0.4,0,-0.16,-9.7,-6.7,-16.4,-0.4,-0.4,4.2,7,5.6,1.2,0.4,0,5.5,19.5
646,Brandon Knight,G,DAL,knighbr03,32,2021-22,2021-22,30,5,0,65,10,25,6,8,4,17,8,8,0,8,8,8,1,0,4,5,0.4,0.75,0.235,1,0.561,0.48,0.1,110,113,0.1,0.1,0.091,-2.7,-1.9,-4.6,0,13,0,13.7,6.8,18.6,0.8,0,12.3,22.5
647,Gabe York,G,IND,yorkga01,32,2021-22,2022-23,28-29,5,0,77,10,28,3,4,7,24,5,7,0,8,8,9,4,1,1,9,0.357,0.75,0.292,0.714,0.515,0.482,0.1,115,117,0.1,0.1,0.082,-2.2,-0.7,-2.9,0,12.1,0,11.6,5.8,15.8,2.5,1.1,3.1,17.6
648,Chaundee Brown Jr.,G-F,ATLLAL,brownch05,31,2021-22,2021-22,23,5,2,104,10,32,4,14,6,18,5,6,1,15,16,4,2,0,1,7,0.313,0.286,0.333,0.833,0.447,0.406,0,98,117,0,0,0.002,-4.3,-2.4,-6.6,-0.1,6.4,1.1,15.7,8.4,5.1,0.9,0,2.8,14.9
649,Rodions Kurucs,F,BRKHOUMIL,kurucro01,31,2020-21,2020-21,22,21,0,125,11,32,5,11,6,21,3,4,5,18,23,10,9,4,13,16,0.344,0.455,0.286,0.75,0.459,0.438,-0.1,79,109,-0.3,0.2,-0.041,-6.4,1.8,-4.6,-0.1,6.3,4.3,15.4,9.8,10.3,3.4,2.9,27.8,15.9
650,Isaiah Mobley,F,CLE,mobleis01,31,2022-23,2022-23,23,13,0,84,12,28,9,20,3,8,4,4,4,16,20,3,4,3,1,8,0.429,0.45,0.375,1,0.521,0.482,0.2,114,106,0.1,0.2,0.135,-2.5,1.1,-1.4,0,14.1,5.6,22.4,14,5,2.4,3.3,3.3,16.4
651,Thon Maker,F-C,CLE,makerth01,30,2020-21,2020-21,23,8,0,76,10,18,10,16,0,2,10,11,8,10,18,4,2,4,3,7,0.556,0.625,0,0.909,0.657,0.556,0.3,133,113,0.2,0.1,0.174,-0.3,1.1,0.7,0.1,18.6,11.5,15.1,13.3,7.9,1.3,4.7,11.6,14.8
652,Vince Williams Jr.,F,MEM,willivi01,30,2022-23,2022-23,22,15,1,105,12,40,8,12,4,28,2,2,4,11,15,4,6,2,5,12,0.3,0.667,0.143,1,0.367,0.35,-0.1,79,110,-0.3,0.2,-0.049,-8.3,-0.2,-8.5,-0.2,3.9,4,11.1,7.6,4.8,2.7,1.7,10.9,18.1
653,Isaiah Todd,F,WAS,toddis01,29,2021-22,2022-23,20-21,18,1,135,10,45,5,19,5,26,4,8,5,19,24,8,5,2,6,8,0.222,0.263,0.192,0.5,0.299,0.278,-0.3,69,115,-0.5,0.1,-0.124,-7.8,-2.4,-10.2,-0.3,2.2,4.2,15.2,9.9,7.6,1.8,1.3,11,17.8
654,Jordan Hall,G-F,SAS,halljo02,28,2022-23,2022-23,21,9,0,83,9,28,6,13,3,15,7,9,3,9,12,11,1,0,7,6,0.321,0.462,0.2,0.778,0.438,0.375,-0.1,91,124,-0.1,0,-0.077,-4.7,-2.9,-7.6,-0.1,5.5,3.8,12.3,7.9,17,0.6,0,18,19.4
655,Alen Smailagić,F,GSW,smailal01,28,2020-21,2020-21,20,15,1,84,11,27,7,17,4,10,2,6,6,10,16,4,3,5,5,11,0.407,0.412,0.4,0.333,0.472,0.481,0,92,108,-0.1,0.1,0.015,-4.9,-0.4,-5.3,-0.1,8.9,7.7,12.5,10.1,6.5,1.7,5.2,14.4,17.6
656,Rondae Hollis-Jefferson,F,POR,holliro01,27,2020-21,2020-21,26,11,1,107,9,18,9,17,0,1,9,16,11,15,26,13,2,4,2,15,0.5,0.529,0,0.563,0.539,0.5,0.3,136,116,0.3,0.1,0.147,-1.1,1.2,0.1,0.1,14.4,10.7,15.4,13,15.7,0.9,3.4,7.4,10.9
657,Robert Woodard II,F,SAC,woodaro01,27,2020-21,2021-22,21-22,25,0,87,10,36,8,26,2,10,5,10,9,18,27,5,1,4,2,7,0.278,0.308,0.2,0.5,0.334,0.306,-0.1,84,115,-0.2,0.1,-0.077,-4.7,-3.1,-7.7,-0.1,7.5,11.2,23.1,17.1,7.6,0.6,3.9,4.7,21
658,B.J. Johnson,G,ORL,johnsbj01,26,2021-22,2021-22,26,4,0,65,11,25,7,15,4,10,0,0,6,9,15,0,0,1,0,4,0.44,0.467,0.4,,0.52,0.52,0.1,112,116,0.1,0,0.065,-0.7,-3.9,-4.7,0,12.1,9.7,14.7,12.2,0,0,1.4,0,16.7
659,Norvel Pelle,F-C,BRKNYKSACUTA,pelleno01,26,2020-21,2021-22,27-28,16,0,103,11,20,11,20,0,0,4,6,9,16,25,2,1,10,5,15,0.55,0.55,,0.667,0.574,0.55,0.2,110,108,0,0.2,0.098,-4.2,0.8,-3.4,0,11.7,9.9,16.5,13.3,2.4,0.5,9,18.1,11.8
660,Frank Mason III,G,ORL,masonfr01,25,2020-21,2020-21,26,4,1,79,9,24,7,19,2,5,5,7,3,9,12,12,0,0,5,7,0.375,0.368,0.4,0.714,0.462,0.417,0,98,120,0,0,-0.018,-5.2,-2.4,-7.7,-0.1,7.5,3.8,12.2,7.9,22.3,0,0,15.6,17.5
661,Noah Vonleh,F-C,BOSBRK,vonleno01,25,2020-21,2022-23,25-27,27,1,182,11,27,10,21,1,6,2,2,18,31,49,8,2,8,13,37,0.407,0.476,0.167,1,0.448,0.426,0.1,92,111,-0.2,0.3,0.027,-7.9,0.3,-7.6,-0.3,4.4,11,18.3,14.7,5.4,0.5,3.8,31.8,9.8
662,Keon Ellis,G,SAC,elliske01,24,2022-23,2022-23,23,16,0,71,7,16,1,4,6,12,4,7,4,4,8,6,5,1,1,10,0.438,0.25,0.5,0.571,0.629,0.625,0.2,138,114,0.2,0.1,0.162,-0.1,1.4,1.3,0.1,14,6.5,6.4,6.4,10.5,3.4,1.2,5,12.1
663,Malik Fitts,F,BOSLACUTA,fittsma01,24,2020-21,2021-22,23-24,18,0,74,9,22,3,10,6,12,0,0,2,18,20,5,0,0,2,7,0.409,0.3,0.5,,0.545,0.545,0.1,112,111,0.1,0.1,0.09,-1.5,-0.7,-2.3,0,9.6,3,25.9,14.8,10.8,0,0,8.3,14.2
664,Carlik Jones,G,CHIDALDEN,jonesca03,24,2021-22,2022-23,24-25,12,0,79,7,24,4,17,3,7,7,10,2,6,8,11,3,0,5,2,0.292,0.235,0.429,0.7,0.423,0.354,0,91,114,-0.1,0.1,-0.027,-5.3,-1,-6.2,-0.1,7.4,2.9,8.5,5.7,17.6,1.9,0,15,18.8
665,Dante Exum,G,CLE,exumda01,23,2020-21,2020-21,25,6,3,116,10,26,8,15,2,11,1,2,2,15,17,13,4,2,7,9,0.385,0.533,0.182,0.5,0.428,0.423,-0.1,87,114,-0.2,0.1,-0.025,-5.4,1.6,-3.8,-0.1,5.9,1.9,14.8,8.2,15.8,1.7,1.5,20.7,12.7
666,Cristiano Felício,F-C,CHI,feliccr01,23,2020-21,2020-21,28,18,0,84,7,13,7,11,0,2,9,16,10,16,26,9,4,0,4,10,0.538,0.636,0,0.563,0.574,0.538,0.3,125,110,0.2,0.1,0.151,-1.1,1.2,0.1,0,14.7,13.3,20.9,17.2,13.6,2.3,0,16.6,12.4
667,Ryan Rollins,G,GSW,rolliry01,23,2022-23,2022-23,20,12,0,62,7,20,4,11,3,9,6,6,3,9,12,6,1,1,16,10,0.35,0.364,0.333,1,0.508,0.425,-0.3,70,116,-0.3,0.1,-0.218,-11.3,-3.7,-15,-0.2,-1.4,5.4,15.7,10.6,12.4,0.8,1.4,41.4,26.1
668,Marko Simonovic,C,CHI,simonma01,23,2021-22,2022-23,22-23,16,0,55,6,22,4,13,2,9,9,13,6,6,12,0,1,1,2,11,0.273,0.308,0.222,0.692,0.415,0.318,0,94,115,-0.1,0,-0.026,-7.7,-4.6,-12.3,-0.1,6.4,12.4,12.2,12.3,0,0.9,1.6,6.7,23.8
669,Jeremiah Martin,G,CLE,martije02,22,2020-21,2020-21,24,9,0,75,9,33,6,21,3,12,1,5,2,5,7,4,5,2,6,1,0.273,0.286,0.25,0.2,0.313,0.318,-0.3,63,112,-0.4,0.1,-0.207,-8.3,-1.1,-9.5,-0.1,1.4,2.9,7.6,5.2,7.9,3.3,2.4,14.6,23.9
670,Jontay Porter,F-C,MEM,portejo01,22,2020-21,2020-21,21,11,0,54,8,15,5,7,3,8,3,5,4,10,14,1,3,1,7,12,0.533,0.714,0.375,0.6,0.64,0.633,0,93,108,-0.1,0.1,0.019,-6.8,0.3,-6.5,-0.1,9.2,7.8,19.9,13.7,2.5,2.7,1.7,28.9,18.9
671,Xavier Sneed,F,CHOMEMUTA,sneedxa01,22,2021-22,2022-23,24-25,13,0,87,7,20,3,6,4,14,4,4,2,9,11,6,0,1,3,9,0.35,0.5,0.286,1,0.506,0.45,0,105,118,0,0,0.023,-4.8,-1.9,-6.7,-0.1,5.4,2.5,11.1,6.8,9.1,0,1,12.1,12.1
672,Tyrese Martin,G,ATL,martity01,21,2022-23,2022-23,23,16,0,66,9,23,8,16,1,7,2,2,5,7,12,2,1,0,2,2,0.391,0.5,0.143,1,0.44,0.413,0,98,120,0,0,-0.01,-4.2,-3.1,-7.4,-0.1,7.7,8.2,11.7,10,3.9,0.7,0,7.7,16.5
673,Jack White,F,DEN,whiteja03,21,2022-23,2022-23,25,17,0,66,8,19,5,10,3,9,2,3,6,11,17,4,3,2,2,9,0.421,0.5,0.333,0.667,0.517,0.5,0.1,115,111,0.1,0.1,0.108,-2.6,0.7,-1.9,0,12.6,10.7,18.6,14.8,7.7,2.2,2.7,9,14.7
674,Ron Harper Jr.,G-F,TOR,harpero02,20,2022-23,2022-23,22,9,0,48,8,16,5,7,3,9,1,1,3,4,7,4,0,1,0,3,0.5,0.714,0.333,1,0.608,0.594,0.2,140,120,0.1,0,0.158,2.4,-1.2,1.2,0,15.7,6.6,10.2,8.3,11.9,0,2,0,14.6
675,JD Davison,G,BOS,davisjd01,19,2022-23,2022-23,20,12,0,66,8,19,6,12,2,7,1,2,2,7,9,11,2,2,4,5,0.421,0.5,0.286,0.5,0.478,0.474,0.1,104,112,0,0.1,0.059,-4.5,0.4,-4.2,0,10.1,3.4,11.4,7.4,22.4,1.5,2.6,16.8,15.8
676,Derrick Walton,G,DET,waltode01,19,2021-22,2021-22,26,3,3,108,6,26,3,13,3,13,4,4,2,8,10,21,7,4,11,8,0.231,0.231,0.231,1,0.342,0.288,-0.2,77,111,-0.3,0.1,-0.071,-5.3,1,-4.3,-0.1,5.9,1.9,8.4,5,26.4,3.2,3.3,28.4,15.4
677,Tyler Bey,F,DAL,beyty01,18,2020-21,2020-21,22,18,0,71,7,22,6,18,1,4,3,5,8,11,19,3,0,1,3,6,0.318,0.333,0.25,0.6,0.372,0.341,0,91,116,-0.1,0,-0.033,-5.5,-3.9,-9.5,-0.1,5.9,12.5,16.9,14.7,5.6,0,1.3,11,16.9
678,Grant Riller,G,CHO,rillegr01,18,2020-21,2020-21,23,7,0,27,8,12,6,8,2,4,0,0,0,1,1,3,1,0,1,0,0.667,0.75,0.5,,0.75,0.75,0.1,134,117,0.1,0,0.177,4.6,0.5,5.1,0,23.6,0,4.1,2,20.9,1.8,0,7.7,20.7
679,Nik Stauskas,G,BOSMIA,stausni01,18,2021-22,2021-22,28,8,0,39,5,14,1,4,4,10,4,6,1,2,3,2,0,0,1,1,0.357,0.25,0.4,0.667,0.541,0.5,0.1,113,116,0,0,0.078,-0.9,-2.7,-3.6,0,10.5,3,5.7,4.4,7.3,0,0,5.7,20
680,Bruno Caboclo,F-C,HOU,cabocbr01,17,2020-21,2020-21,25,6,0,36,8,17,8,12,0,5,1,2,3,11,14,1,0,2,4,6,0.471,0.667,0,0.5,0.475,0.471,-0.1,83,112,-0.1,0,-0.088,-8.5,-1.7,-10.2,-0.1,9,8.5,34,20.7,4.7,0,5,18.3,25.8
681,Justin Minaya,F,POR,minayju01,17,2022-23,2022-23,23,4,0,89,7,23,4,11,3,12,0,1,3,12,15,4,2,5,4,9,0.304,0.364,0.25,0,0.363,0.37,-0.1,77,117,-0.2,0.1,-0.067,-7.2,-1.9,-9,-0.2,4,3.8,15.6,9.7,5.9,1.1,5,14.6,13.4
682,Anthony Tolliver,F-C,PHI,tollian01,17,2020-21,2020-21,35,11,0,99,4,17,0,3,4,14,5,6,3,7,10,2,3,2,3,7,0.235,0,0.286,0.833,0.433,0.353,0.1,91,111,-0.1,0.1,0.025,-5.6,-1.5,-7,-0.1,4,3.4,7.6,5.6,2.5,1.5,1.8,13.3,9.8
683,Tyrone Wallace,G,NOP,wallaty01,17,2021-22,2021-22,27,6,0,75,7,20,5,12,2,8,1,5,0,8,8,1,3,1,2,7,0.35,0.417,0.25,0.2,0.383,0.4,-0.1,75,114,-0.2,0.1,-0.057,-7.7,-0.6,-8.2,-0.1,2.5,0,12.1,5.9,1.8,2,1.3,8.3,13.9
684,Buddy Boeheim,G,DET,boehebu01,16,2022-23,2022-23,23,10,0,90,5,27,1,2,4,25,2,2,2,4,6,4,2,0,0,6,0.185,0.5,0.16,1,0.287,0.259,-0.2,77,123,-0.2,0,-0.091,-7.5,-2,-9.5,-0.2,0.5,2.4,5.1,3.7,5.8,1.1,0,0,13.2
685,Elijah Bryant,G,MIL,bryanel01,16,2020-21,2020-21,25,1,0,32,6,13,5,8,1,5,3,3,2,4,6,3,0,1,4,4,0.462,0.625,0.2,1,0.559,0.5,0,100,115,0,0,0.008,-3.9,-3.4,-7.3,0,10.6,6.8,12.7,9.9,12.6,0,2.8,21.8,24
686,RaiQuan Gray,F,BRK,grayra01,16,2022-23,2022-23,23,1,0,35,6,12,4,7,2,5,2,2,3,6,9,7,0,1,4,5,0.5,0.571,0.4,1,0.621,0.583,0.1,115,116,0,0,0.106,-0.6,-1.4,-2,0,15.5,9.9,18.8,14.4,29,0,2.4,23.7,21.4
687,Jordan Bell,F,CHIGSWWAS,belljo01,15,2020-21,2021-22,26-27,7,1,84,7,22,7,20,0,2,1,2,8,17,25,7,4,5,4,9,0.318,0.35,0,0.5,0.328,0.318,0,85,107,-0.1,0.1,0.006,-5.9,0.3,-5.6,-0.1,8.5,10.2,21.4,15.8,10.3,2.2,5.1,14.9,13.3
688,Jamaree Bouyea,G,MIAWAS,bouyeja01,15,2022-23,2022-23,23,5,0,71,6,14,4,8,2,6,1,2,1,5,6,4,4,2,4,6,0.429,0.5,0.333,0.5,0.504,0.5,0,89,112,-0.1,0.1,0.013,-5.8,1.6,-4.2,0,6.5,1.6,8.4,4.9,7.8,2.8,2.9,21.2,11.8
689,Darius Days,F,HOU,daysda01,15,2022-23,2022-23,23,4,0,25,5,12,2,2,3,10,2,2,1,5,6,1,0,1,0,2,0.417,1,0.3,1,0.582,0.542,0.1,132,120,0.1,0,0.156,4.7,-1.2,3.5,0,18.3,4.3,22.2,13.2,6.2,0,3.9,0,21.4
690,Henry Ellenson,F,TOR,ellenhe01,15,2020-21,2020-21,24,2,0,38,5,14,3,5,2,9,3,4,3,9,12,5,0,0,0,7,0.357,0.6,0.222,0.75,0.476,0.429,0.1,121,115,0.1,0,0.127,-1.7,-0.1,-1.8,0,12.8,8.4,27,17.4,18.9,0,0,0,17.9
691,Adam Mokoka,G,CHI,mokokad01,15,2020-21,2020-21,22,14,0,56,7,19,6,9,1,10,0,1,1,4,5,5,2,1,5,5,0.368,0.667,0.1,0,0.386,0.395,-0.1,73,113,-0.2,0.1,-0.112,-7.7,-1.6,-9.3,-0.1,2.2,2,7.8,4.9,11.9,1.7,1.6,20.5,18.9
692,RJ Nembhard Jr.,G,CLE,nembhrj01,15,2021-22,2021-22,22,14,0,63,6,18,6,16,0,2,3,4,3,4,7,12,1,0,3,2,0.333,0.375,0,0.75,0.38,0.333,0,98,115,0,0,0.01,-4.4,-1.5,-6,-0.1,8,5.4,6.9,6.1,26.1,0.8,0,13.2,16
693,James Nunnally,F,NOP,nunnaja01,15,2020-21,2020-21,30,9,0,48,5,13,1,1,4,12,1,2,2,7,9,3,0,0,2,1,0.385,1,0.333,0.5,0.54,0.538,0,108,119,0,0,0.031,-0.9,-1.8,-2.7,0,8.3,4.5,15.8,10.2,8.1,0,0,12.6,13.9
694,Cameron Reynolds,G,HOUSAS,reynoca01,15,2020-21,2020-21,25,5,0,40,6,18,3,6,3,12,0,0,2,3,5,2,0,0,0,2,0.333,0.5,0.25,,0.417,0.417,0,96,121,0,0,-0.039,-3.5,-4.6,-8.1,-0.1,6.5,5.1,8.3,6.7,7.5,0,0,0,19.2
695,Petr Cornelie,F,DEN,cornepe01,14,2021-22,2021-22,26,13,0,38,5,15,4,7,1,8,3,4,7,7,14,3,1,1,4,7,0.333,0.571,0.125,0.75,0.418,0.367,0,93,111,-0.1,0,-0.015,-6.1,-2.7,-8.8,-0.1,9.6,21.3,19.9,20.6,10.8,1.3,2.4,19.3,24
696,Aleem Ford,F,ORL,fordal03,14,2021-22,2021-22,24,5,0,74,6,20,4,5,2,15,0,0,2,13,15,2,1,0,4,7,0.3,0.8,0.133,,0.35,0.35,-0.2,67,115,-0.2,0.1,-0.103,-9.1,-2.2,-11.4,-0.2,0.5,2.8,18.6,10.7,3.8,0.7,0,16.7,14
697,Cameron McGriff,F,POR,mcgrica01,14,2021-22,2021-22,24,3,0,46,5,14,3,8,2,6,2,2,6,9,15,3,0,1,0,7,0.357,0.375,0.333,1,0.47,0.429,0.1,123,119,0.1,0,0.097,-1,-3,-4,0,12.5,13.8,22.3,17.9,9.4,0,2.1,0,14
698,Scotty Pippen Jr.,G,LAL,pippesc02,14,2022-23,2022-23,22,6,0,32,4,12,3,9,1,3,5,9,2,2,4,2,2,1,2,3,0.333,0.333,0.333,0.556,0.439,0.375,0,93,112,-0.1,0,-0.017,-5.1,-0.8,-5.9,0,9.6,6.9,6.5,6.7,8.2,3,2.6,11.1,23.7
699,Axel Toupane,G-F,MIL,toupaax01,14,2020-21,2020-21,28,8,1,61,4,11,3,9,1,2,5,7,0,6,6,4,2,3,0,6,0.364,0.333,0.5,0.714,0.497,0.409,0.1,119,111,0.1,0.1,0.097,-4.1,1.1,-3,0,9,0,10,5.2,7.6,1.5,4.4,0,9.7
700,Amida Brimah,C,IND,brimaam01,13,2020-21,2020-21,26,5,0,29,5,8,5,8,0,0,3,3,2,6,8,1,0,5,4,4,0.625,0.625,,1,0.697,0.625,0,101,106,0,0.1,0.073,-6.2,1.4,-4.8,0,16.6,7.5,22.3,15,4.8,0,14,30,19.6
701,Marcus Garrett,G,MIA,garrema01,13,2021-22,2021-22,23,12,0,128,5,21,4,17,1,4,2,5,9,14,23,7,5,3,2,16,0.238,0.235,0.25,0.4,0.28,0.262,0.1,89,108,-0.1,0.2,0.032,-6.4,1,-5.4,-0.1,4.7,8.1,12.2,10.2,7,2,2.5,7.9,8.8
702,Gabriel Lundberg,G,PHO,lundbga01,13,2021-22,2021-22,27,4,0,44,5,19,2,11,3,8,0,0,2,5,7,11,3,0,3,7,0.263,0.182,0.375,,0.342,0.342,0,89,106,-0.1,0.1,-0.005,-5.3,0.5,-4.8,0,7.7,5,11.9,8.5,31.5,3.3,0,13.6,21.5
703,Yves Pons,F,MEM,ponsyv01,13,2021-22,2021-22,22,12,0,71,5,16,2,7,3,9,0,2,5,7,12,1,1,4,1,6,0.313,0.286,0.333,0,0.385,0.406,0,95,111,0,0.1,0.03,-4.9,-1.7,-6.6,-0.1,5.9,7.2,10.6,8.8,1.7,0.7,5,5.6,10.3
704,Myles Powell,G,PHI,powelmy01,13,2021-22,2021-22,24,11,0,52,5,17,4,11,1,6,2,2,1,5,6,3,1,0,3,8,0.294,0.364,0.167,1,0.364,0.324,-0.1,74,115,-0.2,0,-0.109,-10.5,-2.2,-12.7,-0.1,0.2,2.2,10.6,6.4,8,1,0,14.4,18
705,Tyrell Terry,G,DALMEM,terryty01,13,2020-21,2021-22,20-21,13,0,59,6,17,6,10,0,7,1,3,0,6,6,6,5,0,2,3,0.353,0.6,0,0.333,0.355,0.353,0,79,109,-0.1,0.1,-0.035,-7.3,2.6,-4.8,0,6.7,0,11.1,5.6,13.3,4.2,0,9.8,15.2
706,Anderson Varejão,F-C,CLE,varejan01,13,2020-21,2020-21,38,5,0,36,4,16,4,15,0,1,5,9,7,13,20,3,0,2,1,3,0.25,0.267,0,0.556,0.326,0.25,0,91,110,-0.1,0,-0.029,-3.7,-3.3,-7.1,0,12.9,21.3,41.4,31.1,12.2,0,5,4.8,25.4
707,Kostas Antetokounmpo,F,LAL,antetko01,12,2020-21,2020-21,23,15,0,56,3,10,3,10,0,0,6,13,4,15,19,1,2,4,11,8,0.3,0.3,,0.462,0.382,0.3,-0.2,56,100,-0.3,0.1,-0.174,-13.3,0.8,-12.6,-0.1,0,8.1,29.9,19.1,2.3,1.7,6.4,41.2,20.7
708,T.J. Leaf,F,POR,leaftj01,12,2020-21,2020-21,23,7,0,35,5,10,5,10,0,0,2,2,0,5,5,1,2,1,2,1,0.5,0.5,,1,0.551,0.5,0,97,113,0,0,0.022,-3.9,0.9,-3,0,11.2,0,15.7,7.6,4,2.8,2.6,15.5,15.8
709,Cheick Diallo,F,DET,diallch01,11,2021-22,2021-22,25,3,0,31,3,8,3,8,0,0,5,6,4,8,12,0,1,0,1,6,0.375,0.375,,0.833,0.517,0.375,0.1,115,111,0,0,0.108,-4.2,-3.3,-7.5,0,12.3,13.3,29.4,20.9,0,1.6,0,8.6,16.1
710,Karim Mané,G,ORL,maneka01,11,2020-21,2020-21,20,10,0,88,3,13,2,11,1,2,4,5,1,13,14,4,0,2,3,10,0.231,0.182,0.5,0.8,0.362,0.269,-0.1,77,117,-0.1,0,-0.045,-9.1,-0.8,-9.9,-0.2,1.3,1.1,15.9,8.3,6,0,2.1,16.5,8.9
711,Lester Quinones,G,GSW,quinole01,10,2022-23,2022-23,22,4,0,18,2,5,0,1,2,4,4,6,1,2,3,2,1,0,5,0,0.4,0,0.5,0.667,0.654,0.6,0,87,114,-0.1,0,-0.103,-6.4,-3.7,-10.2,0,8.6,6.2,12,9.2,14.2,2.6,0,39.6,29.4
712,Ty-Shon Alexander,G,PHO,alexaty01,9,2020-21,2020-21,22,15,0,47,3,12,1,3,2,9,1,2,2,8,10,6,0,1,3,2,0.25,0.333,0.222,0.5,0.349,0.333,0,84,114,-0.1,0,-0.048,-4.8,-1.7,-6.5,-0.1,4.2,4.9,19,12.1,15.4,0,1.9,18.9,15
713,Kendall Brown,G-F,IND,brownke03,9,2022-23,2022-23,19,6,0,40,4,7,4,6,0,1,1,2,2,4,6,3,4,0,2,9,0.571,0.667,0,0.5,0.571,0.571,0.1,109,113,0,0.1,0.071,-7,4,-2.9,0,9.1,5.6,11.1,8.3,9.7,4.7,0,20.2,10.4
714,Nate Darling,G,CHO,darlina01,9,2020-21,2020-21,22,7,0,26,2,7,0,0,2,7,3,3,1,0,1,1,0,1,1,1,0.286,,0.286,1,0.541,0.429,0,110,120,0,0,0.038,-1.5,-2.5,-4,0,8.2,4.1,0,2.1,5.1,0,3.8,10.7,15.4
715,Tyler Dorsey,G,DAL,dorsety01,9,2022-23,2022-23,26,3,0,8,4,5,3,3,1,2,0,0,1,1,2,0,0,0,0,0,0.8,1,0.5,,0.9,0.9,0.1,170,121,0.1,0,0.367,17,0.8,17.8,0,45.5,14.4,14.7,14.5,0,0,0,0,28.3
716,Trevor Hudgins,G,HOU,hudgitr01,9,2022-23,2022-23,23,5,0,28,2,9,0,1,2,8,3,3,0,0,0,3,0,0,1,1,0.222,0,0.25,1,0.436,0.333,0,103,128,0,0,-0.035,-3.8,-4.7,-8.4,0,4.2,0,0,0,13.9,0,0,8.8,16.8
717,Cole Swider,F,LAL,swideco01,9,2022-23,2022-23,23,7,0,41,3,9,0,1,3,8,0,0,1,6,7,4,0,0,0,3,0.333,0,0.375,,0.5,0.5,0.1,124,118,0,0,0.08,-2.9,-0.5,-3.4,0,7.4,2.7,15.2,9.1,12,0,0,0,9.3
718,Malik Newman,G,CLE,newmama01,8,2021-22,2021-22,24,1,0,8,3,5,3,4,0,1,2,2,0,1,1,1,0,0,1,0,0.6,0.75,0,1,0.68,0.6,0,118,115,0,0,0.179,6.3,0.1,6.4,0,28.6,0,13.5,6.9,27.8,0,0,14.5,38.1
719,Vincent Poirier,C,PHI,poirivi01,8,2020-21,2020-21,27,10,0,39,3,12,3,11,0,1,2,6,6,8,14,2,0,3,4,8,0.25,0.273,0,0.333,0.273,0.25,-0.1,70,107,-0.2,0.1,-0.127,-12.3,-2.4,-14.8,-0.1,1.6,17.2,22.2,19.8,6.6,0,6.9,21.5,20.6
720,Jordan Schakel,F,WAS,schakjo01,8,2021-22,2022-23,23-24,6,0,36,2,13,0,6,2,7,2,2,2,6,8,1,2,0,1,1,0.154,0,0.286,1,0.288,0.231,-0.1,70,112,-0.1,0,-0.118,-5.9,-2.1,-8,-0.1,3,6.3,18.2,12.3,3.9,2.7,0,6.7,18.3
